//Reference=MNI
//Wolf et al., 2018; verbal > non-verbal interaction types			
// Subjects=16			
//Mazzola et al., 2016; Angry > Joyful session			
// Subjects=20			
-37	-7	5	
-67	-5		
			
//Mazzola et al., 2016; Grasping > Faces			
// Subjects=20			
-48	-71	-5	
48	-82	5	
-26	4	50	
38	42	40	
-56	15	30	
-18	-30	0	
1	42	25	
-63	-11	-5	
1	-7	10	
			
//Mazzola et al., 2016; Faces > Grasping			
// Subjects=20			
57	-41	-5	
32	-58	-27	
32	-74	-23	
			
//Mazzola et al., 2016; Interaction analysis between grasping and neutral grasping			
// Subjects=20			
-14	30	50	
18	-28	-43	
			
//Egorova et al., 2016; Words > Faces			
// Subjects=18			
-48	-14	-2	
62	-16	-2	
-64	-36	8	
-50	-32	-16	
-22	10	22	
-38	-22	-8	
42	-30	-8	
48	-60	50	
			
//Egorova et al., 2016; Request > Naming			
// Subjects=18			
-42	-70	0	
42	-56	-2	
-22	-88	38	
-20	-98	22	
24	-90	32	
-12	-98	18	
40	-28	38	
-26	-8	60	
28	-10	58	
-38	30	10	
-46	28	8	
			
//Liu et al., 2016; Disgust > Neutral			
// Subjects=26			
39	9	-3	
-33	15	0	
48	3	51	
-33	12	57	
54	39	3	
57	-39	51	
44	-46	-20	
-42	-57	-18	
51	-54	0	
-51	-57	3	
45	-77	-6	
-36	-84	-6	
-12	-78	-45	
			
			
//Liu et al., 2016; Out-group > In-group			
// Subjects=26			
-27	-6	-12	
27	-84	-12	
-32	-74	-18	
51	-54	0	
-51	-72	12	
27	-96	-9	
-15	-96	-9	
18	-96	0	
-15	-96	-3	
18	-12	0	
-3	-21	0	
-63	-21	33	
51	-3	45	
-12	-30	-45	
-9	-42	-54	
			
//Liu et al., 2016; Disgusted out-group-neutral out-group > Disgusted In-group-neutral in-group			
// Subjects=26			
30	0	-18	
45	21	-6	
-15	33	-18	
51	24	-6	
			
//Caruana et al., 2015; RJA > RJAc			
// Subjects=13			
34	52	0	
24	52	26	
-26	44	14	
3	42	36	
-34	22	2	
48	22	18	
46	24	8	
42	8	44	
52	-22	-14	
52	-44	24	
-60	-48	14	
52	-44	24	
-52	-48	34	
4	-62	58	
16	-6	-10	
			
//Caruana et al., 2015; IJA > IJAc			
// Subjects=13			
38	52	0	
38	36	34	
34	54	16	
-26	4	58	
-40	56	4	
8	44	48	
42	26	-6	
54	22	26	
-22	6	60	
4	40	12	
10	18	32	
-6	-6	32	
40	6	48	
-30	-2	58	
40	-52	-14	
48	-72	-2	
-46	-44	6	
56	-42	22	
-52	-46	18	
56	-40	40	
38	-60	-12	
8	-40	14	
10	-62	51	
4	-84	24	
0	-96	-2	
-22	-66	-4	
18	-82	32	
-46	-74	0	
12	-12	6	
-30	-70	-28	
			
//Caruana et al., 2015; (IJA - IJAc) with (RJA - RJAc)			
// Subjects=13			
44	6	54	
54	22	26	
38	4	46	
58	-46	10	
54	-44	16	
48	-44	42	
2	-52	54	
			
//Caruana et al., 2015; (IJA _ IJAc) _ (RJA _ RJAc)			
// Subjects=13			
36	54	16	
38	0	56	
-28	2	60	
6	36	50	
48	36	8	
20	6	58	
18	12	68	
4	8	58	
-36	-4	50	
12	-32	46	
-4	-8	32	
-36	-4	50	
56	-58	-4	
-58	-50	20	
-46	-44	6	
54	-34	40	
-30	6	-26	
10	-54	46	
-4	-80	14	
30	-74	30	
-46	-74	0	
12	-12	6	
16	-72	-16	
			
//Ihme et al., 2014; HA > NE			
// Subjects=50			
-9	41	1	
			
//Ihme et al., 2014; AN > NE			
// Subjects=50			
-51	29	10	
			
//Ihme et al., 2014; FE > NE			
// Subjects=50			
-45	35	2	
-15	2	-8	
12	-79	-38	
-9	20	43	
9	5	4	
			
//Cloutier et al., 2014; Status Type x Status Level > baseline			
// Subjects=20			
-9	-15	66	
42	-15	30	
-21	-60	60	
-57	-12	30	
21	-99	-6	
-18	-99	-3	
15	-39	48	
-39	-36	21	
-21	39	33	
-9	48	-6	
18	-51	69	
			
//Cloutier et al., 2014; Status Type > baseline			
// Subjects=20			
42	-12	-27	
60	-45	-15	
42	-60	24	
			
//Cloutier et al., 2014; Status Level > baseline			
// Subjects=20			
18	-72	21	
39	-9	12	
60	-24	48	
-15	-27	3	
-27	-72	18	
-18	-84	42	
39	-3	-6	
-36	-12	9	
-39	-42	57	
48	-66	12	
-51	-21	45	
-42	-81	6	
-18	-72	0	
60	-21	9	
			
//Beyer et al., 2014; Decision phase: Angry > neutral			
// Subjects=32			
-2	44	40	
-44	-56	22	
-48	-28	-2	
-56	24	10	
52	20	18	
62	-54	6	
			
//Beyer et al., 2014; Decision phase: Parametric modulation angry > neutral			
// Subjects=32			
-2	10	34	
			
//Beyer et al., 2014; Outcome phase: Angry > neutral			
// Subjects=32			
-36	24	-22	
36	30	-6	
38	-48	-20	
-42	-8	56	
6	-4	6	
32	-54	52	
-48	-32	-6	
			
//Hensel et al., 2013; [(TR_HA)_(AT_HA)_(TR_AG)_(AT_AG)]			
// Subjects=44			
-4	58	9	
-51	-56	36	
-22	52	24	
45	-60	30	
56	-58	36	
56	-51	32	
			
//Hensel et al., 2013; [(TR_AG)_(AT_AG)_(HA_AG)]			
// Subjects=44			
-57	-54	27	
-52	-44	27	
-51	32	-14	
-58	22	8	
-14	28	54	
-50	8	-38	
60	-60	14	
63	-50	22	
			
//Hensel et al., 2013; [(TR_HA)_(AT_HA)_(AG_HA)]			
// Subjects=44			
-8	-51	22	
-45	-70	32	
-4	-36	39	
-26	24	45	
			
			
//Alba-Ferrara et al., 2011; Emotional trials > Neutral Trials			
// Subjects=19			
51	-37	1	
-60	-22	4	
-54	11	-14	
33	11	-8	
-36	-28	61	
-36	32	1	
-36	17	22	
51	17	19	
33	-52	49	
12	-73	43	
-24	17	-5	
33	-73	-22	
			
//Alba-Ferrara et al., 2011; Complex emotion trials > Simple emotion trials			
// Subjects=19			
-30	20	-11	
27	2	-26	
51	-34	-17	
-63	-31	-8	
-30	-43	-23	
-42	20	40	
48	17	40	
-6	41	46	
15	5	58	
-36	50	-5	
-36	-1	61	
-18	-61	67	
21	-55	64	
-6	-28	-17	
12	-79	-32	
			
//Alba-Ferrara et al., 2011; Complex emotion trials > Simple emotion trials (controlling for pitch)			
// Subjects=19			
27	-25	-26	
33	17	-5	
-33	23	-11	
15	20	49	
-6	41	46	
30	8	49	
-36	-25	58	
42	-52	-23	
-9	-7	1	
			
//Contreras et al., 2011; Categorical knowledge (non-social > social)			
// Subjects=19			
-46	-36	44	
-58	-60	-4	
6	12	22	
-48	6	18	
14	-18	68	
42	-10	24	
-44	38	12	
-24	10	56	
			
//Contreras et al., 2011; Categorical knowledge (social > non-social)			
// Subjects=19			
-4	-58	28	
-8	56	34	
-4	48	-8	
-50	-10	-22	
60	-2	-22	
-56	-60	24	
56	-56	18	
-12	-96	-4	
-26	-74	-16	
-10	38	50	
			
//Wang et al., 2011; Hand movement task Cong > Catch			
// Subjects=20			
-39	-19	55	
21	-52	-29	
-24	-10	1	
-42	32	-20	
-48	26	-11	
-45	38	1	
51	11	-38	
-45	-40	-26	
			
//Wang et al., 2011; Hand movement task Incong > Catch			
// Subjects=20			
15	-52	-26	
24	-52	-32	
-39	-19	55	
-54	23	13	
51	8	-41	
45	14	-44	
			
//Wang et al., 2011; Inhibition of mimicry Main effect: Incong > Cong			
// Subjects=20			
-54	-25	46	
-45	-31	37	
-30	-25	55	
6	-76	10	
-3	-94	10	
9	-88	19	
			
//Wang et al., 2011; Inhibition of mimicry Simple effect: Averted-Incong > averted-Cong			
// Subjects=20			
9	44	31	
9	41	22	
15	53	22	
63	-49	28	
57	-46	13	
63	-46	37	
18	-100	16	
3	-79	10	
-9	-79	7	
-36	-31	10	
-51	-25	-5	
-42	-31	-8	
-45	11	-14	
-54	5	-2	
42	20	-8	
39	23	4	
-9	-22	43	
0	-19	46	
21	-34	49	
24	20	49	
30	23	58	
6	-16	4	
24	-22	4	
-6	-16	-2	
-39	-25	40	
-48	-25	40	
-39	-28	28	
6	-79	37	
6	-79	49	
-6	-70	46	
0	-49	58	
-3	-49	49	
			
//Wang et al., 2011; Eye contact effect Simple effect: Direct-Cong > Averted-Cong			
// Subjects=20			
9	-10	1	
15	44	13	
48	-46	1	
48	-40	-5	
51	-31	-11	
51	-46	49	
54	-49	49	
45	-70	40	
			
//Wang et al., 2011; Interaction (Direct-Cong > Direct-Incong) > (Averted-Cong > Averted-Incong) 			
// Subjects=20			
-48	-19	-2	
-51	-28	-2	
-57	-34	4	
6	44	34	
15	44	16	
45	26	-17	
39	26	-23	
24	14	-26	
			
//Kohn et al., 2011; cartoons > neutral pictures			
// Subjects=29			
-49	-63	32	
-4	52	14	
-7	46	10	
-4	-52	38	
-7	-10	10	
-10	56	38	
-52	-46	-4	
-49	-60	-24	
			
//Schilbach et al., 2010; INC > CON			
// Subjects=23			
-39	-35	39	
33	45	26	
44	-47	41	
30	-2	56	
6	8	30	
2	-24	42	
-32	30	-3	
29	-5	9	
-8	-28	-18	
6	-57	-18	
27	-12	71	
17	-44	38	
9	-27	-18	
			
//Schilbach et al., 2010; OBJ > SOC			
// Subjects=23			
29	-83	26	
-47	-68	0	
-9	-77	29	
-38	-42	39	
			
//Schilbach et al., 2010; SOC > OBJ			
// Subjects=23			
17	-98	-9	
24	-27	-5	
-24	-29	-8	
-44	-18	20	
-5	57	26	
-11	-30	54	
-60	-44	-17	
-3	53	-21	
53	11	-17	
5	-29	66	
			
//Schilbach et al., 2010; INC X SOC			
// Subjects=23			
-17	2	8	
-51	14	8	
-8	30	21	
-6	-14	8	
14	62	21	
			
//Redcay et al., 2010a; Live > Recorded			
// Subjects=16			
6	14	36	
2	36	14	
8	6	62	
-40	14	4	
38	16	0	
54	-48	12	
60	-46	24	
38	-64	8	
48	12	-30	
38	-70	20	
-48	-44	22	
-46	16	-16	
-48	-60	4	
10	-74	-12	
-42	-56	-28	
20	-2	-18	
26	-16	-14	
-18	18	4	
-12	12	-4	
22	8	-10	
-14	-8	6	
			
//Redcay et al., 2010a; Recorded > Live			
// Subjects=16			
-38	-20	58	
46	-24	58	
8	-18	64	
			
//Redcay et al., 2010b; JA > SA			
// Subjects=13			
48	-40	6	
54	-58	14	
50	-70	0	
-48	-56	14	
-48	-68	6	
-10	-106	14	
2	-88	-2	
46	30	-6	
6	50	44	
58	2	-24	
			
// Pierno et al., 2008; [(Individual gaze + Social No-gaze) - (Individual No-gaze + Social Gaze)			
// Subjects=17			
12	42	56	
47	37	8	
-18	34	56	
-46	34	14	
-50	34	-4	
-54	20	28	
-2	-56	36	
-42	-60	36	
40	-62	38	
-28	-102	2	
28	-101	0	
			
//Pierno et al., 2008; [( Social gaze + Individual gaze) - ( Social No-gaze + Individual No-gaze)]			
Subjects: 17			
50	26	12	
56	-56	16	
4	-86	24	
24	-2	-18	
			
// Pierno et al., 2008; Interaction [( Individual gaze + Social No-gaze) - (Individual No-gaze + Social gaze)] 			
Subjects: 17			
-4	32	61	
			
//Bristow et al., 2007; Incorrect > correct masked by Gaze Shift > No Movement			
// Subjects=12			
12	-69	54	
-18	-69	51	
-33	-45	39	
48	-33	48	
-48	-42	27	
-24	-69	33	
39	-75	33	
-39	-81	30	
48	-60	9	
63	-39	18	
-48	-66	0	
60	-63	-6	
51	-21	36	
-39	0	39	
-45	21	33	
-36	-6	66	
-45	3	54	
27	-3	51	
-21	-6	54	
-24	-9	75	
-33	21	0	
			
//Bristow et al., 2007; Unsocial > social masked by Gaze Shift > No Movement			
// Subjects=12			
12	-69	54	
-24	-72	36	
48	-33	48	
-36	-81	33	
-42	-69	15	
-36	-81	18	
39	-81	24	
-42	-69	-3	
48	-54	-3	
-54	9	27	
-9	-3	6	
			
//Bristow et al., 2007; Unsocial > social masked by incorrect > correct			
// Subjects=12			
12	-69	54	
-24	-72	36	
51	-33	48	
45	15	45	
48	33	30	
-42	21	27	
-45	-66	-3	
			
//Bristow et al., 2007; Incorrect > correct			
// Subjects=12			
9	30	-12	
-6	33	-9	
-6	63	21	
15	48	21	
-30	36	-12	
-12	45	-15	
3	60	0	
-3	42	-21	
-33	-15	27	
-66	-24	-6	
42	-87	0	
36	-69	-12	
6	-21	18	
-9	-33	15	
			
//Bristow et al., 2007; Social > unsocial masked by gaze shift > no movement			
// Subjects=12			
-18	-63	3	
30	-36	-3	
-39	42	-15	
33	39	-9	
-57	-42	-6	
51	-42	0	
-48	-81	3	
48	-75	0	
-48	-81	-6	
48	-72	-9	
39	-69	6	
-12	-9	78	
15	-24	78	
-45	12	45	
66	-33	6	
33	-69	27	
			
//Bristow et al., 2007; Social > unsocial masked by correct > incorrect			
// Subjects=12			
0	-51	30	
3	-60	18	
-3	48	-3	
9	54	24	
-6	63	9	
-12	39	45	
0	30	-30	
0	48	-24	
-27	33	-9	
45	0	-33	
-66	-21	-9	
-60	-3	-18	
-3	-84	-3	
-27	-87	3	
			
//Hellbernd et al., 2018; Clear > Ambiguous			
// Subjects=22			
30	2	-14	
33	-16	-17	
48	-7	1	
57	-22	7	
66	-34	16	
48	-4	-17	
57	-7	-20	
54	-13	13	
-21	-1	-17	
-27	-1	-2	
-27	-19	-17	
-21	-4	7	
-42	-13	-5	
-51	-4	7	
-42	-70	22	
-54	-58	34	
-60	-40	40	
-54	-28	19	
-12	-34	40	
12	-22	43	
-6	35	-20	
-3	38	-8	
6	41	-17	
-27	26	46	
			
//Hellbernd et al., 2018; Ambiguous > Clear			
// Subjects=22			
6	14	49	
3	26	40	
-3	11	55	
-30	32	-2	
-54	14	13	
30	29	-2	
36	23	1	
			
//Catmur et al., 2008; observation of both hands and feet > baseline and action execution (hands and feet) > baseline (conjunction analysis)			
// Subjects=20			
57	3	36	
-51	0	36	
-54	0	36	
39	-39	45	
-33	-45	45	
-36	-45	48	
36	-54	-27	
-36	-57	-27	
-54	-39	24	
-12	-72	45	
15	-72	51	
0	18	48	
51	0	54	
			
//Catmur et al., 2008; interaction between observed (hand and foot) and group (Compatible and Incompatible) > baseline during Action Observation task			
// Subjects=20			
-51	0	36	
57	3	36	
-33	-45	45	
39	-39	45	
			
//Scheuerecker et al., 2007; Implicit triplets > control stimuli			
// Subjects=12			
-30	-82	-16	
24	-64	34	
22	-12	0	
8	-18	-2	
-24	-30	2	
12	-18	-14	
18	-28	-8	
-30	-20	-12	
40	40	14	
34	-2	26	
-38	28	-8	
-38	10	26	
58	-46	-2	
-34	-56	42	
48	4	32	
			
//Scheuerecker et al., 2007; Explicit triplets > control stimuli			
// Subjects=12			
34	-68	-24	
16	-42	-20	
-20	-34	-24	
20	-18	22	
2	14	14	
-18	-12	18	
20	-14	42	
-8	4	28	
40	36	12	
-26	10	54	
			
//Scheuerecker et al., 2007; Explicit triplets > Implicit triplet			
// Subjects=12			
40	-84	10	
28	-74	28	
-42	-86	8	
-32	-76	26	
40	-68	-12	
30	-68	-42	
-38	-66	-22	
-30	-70	-44	
-8	-78	-34	
2	-60	-40	
-36	-46	54	
-30	-60	52	
30	-58	42	
60	-62	-4	
-62	-56	6	
34	-88	-20	
6	26	38	
50	34	16	
-38	30	14	
34	54	4	
0	42	50	
			
//Zahn et al., 2007; Social > animal masked by social > fixation			
// Subjects=26			
48	21	-9	
57	12	0	
54	33	6	
-6	21	54	
-36	33	24	
-48	15	9	
-57	-45	30	
-63	-39	-12	
-42	-51	-30	
-33	-84	12	
-12	-15	-3	
			
//Zahn et al., 2007; Positive > negative social concepts			
// Subjects=26			
-12	54	18	
-42	30	-15	
-3	0	24	
			
//Platek et al., 2005; distracter > null			
// Subjects=12			
30	-84	-6	
0	10	48	
24	-34	0	
26	-48	42	
-8	-44	30	
36	-4	56	
			
//Platek et al., 2005; familiar face > distracter			
// Subjects=12			
42	-6	-14	
-32	18	4	
-20	-58	-36	
50	-46	0	
-50	-38	44	
-40	-2	44	
-34	40	22	
			
//Platek et al., 2005; self face > distracter			
// Subjects=12			
54	-22	48	
-22	-76	-26	
58	-48	24	
-12	8	-2	
12	8	-2	
16	-28	10	
56	12	-6	
			
//Platek et al., 2005; familiar face > self face			
// Subjects=12			
-2	24	-2	
			
//Platek et al., 2005; self face > famililar face			
// Subjects=12			
-52	4	-16	
26	34	34	
6	48	-12	
50	-62	40	
-58	-6	-4	
20	16	56	
26	-12	46	
			
//Lotze et al., 2006; Watching opponent > Retaliation			
// Subjects=16			
12	-78	0	
-42	-69	6	
-15	-54	-15	
60	-69	0	
57	-29	12	
-63	-12	12	
66	6	3	
-51	9	-3	
12	3	39	
24	0	-12	
36	0	-3	
-33	0	-3	
-54	6	-3	
60	0	-3	
12	-18	0	
-6	-15	0	
21	-45	-3	
30	21	-21	
60	-45	12	
			
//Lotze et al., 2006; Retaliation > Watching opponent			
// Subjects=16			
9	69	15	
18	-84	18	
-24	-90	6	
15	66	27	
			
//Lotze et al., 2006; Watching opponent > Retaliation (conjunction)			
// Subjects=16			
15	66	27	
12	48	33	
54	27	6	
-42	33	-9	
48	-66	0	
-48	-69	6	
15	-96	9	
-15	-99	15	
27	-24	-18	
-18	-6	-15	
			
//Lotze et al., 2006;  Retaliation interaction with low CU > High CU			
// Subjects=16			
18	45	-9	
			
//Sander et al., 2005; Anger > Neutral (AN + NA) > (NN)			
// Subjects=15			
62	-30	6	
-60	-24	0	
27	-87	24	
-33	-72	36	
-54	24	21	
-45	-15	-6	
60	-15	0	
27	-6	-15	
18	45	6	
			
//Sander et al., 2005; Anger to-be-attended > Neutral			
// Subjects=15			
9	-84	24	
27	-90	21	
-9	45	51	
-63	-27	0	
			
//Sander et al., 2005; Anger to-be-ignored > Neutral			
// Subjects=15			
66	-30	3	
57	-6	-15	
-3	-45	30	
39	33	-3	
			
//Sander et al., 2005; Anger to be attended > to be ignored			
// Subjects=15			
3	39	-12	
33	-57	27	
-36	0	3	
-48	24	6	
57	27	6	
9	-84	24	
-9	-87	9	
60	-30	3	
-60	-27	3	
-24	57	6	
			
//Sander et al., 2005; anger to be ignored > to be attended			
// Subjects=15			
9	-54	39	
42	-48	40	
-27	-51	3	
			
//Sander et al., 2005; spatial attention to right ear> left ear			
// Subjects=15			
-48	-63	51	
-36	21	6	
			
//Sander et al., 2005; spatial attention to left ear > right ear			
// Subjects=15			
60	-12	-9	
3	-33	24	
48	-60	18	
60	-39	48	
27	-69	27	
42	-21	6	
-9	45	9	
-9	-60	9	
6	54	18	
			
//Schulte-RŸther et al., 2008; Self > high-level baseline			
// Subjects=26			
-48	28	-10	
-54	24	12	
54	30	-6	
60	26	14	
-62	-46	2	
-56	-58	16	
50	-24	-12	
-54	2	-28	
-50	10	-36	
46	16	-38	
-8	60	32	
-44	8	50	
-6	18	64	
-10	-48	32	
			
 //Schulte-RŸther et al., 2008; Other > high-level baseline			
// Subjects=26			
-48	28	-8	
-54	24	14	
56	32	0	
60	28	16	
-62	-46	2	
52	-32	-2	
-50	-20	-14	
-44	-46	-20	
-48	12	-36	
46	16	-36	
-8	54	42	
-44	8	52	
-6	18	64	
			
//Takahashi et al., 2004; Guilt > Neutral			
// Subjects=19			
-6	-95	12	
2	-85	6	
-16	49	9	
4	57	16	
-44	-61	20	
			
// Takahashi et al., 2004;  Embarrassment > Neutral			
// Subjects=19			
-2	-89	4	
20	-70	0	
-8	50	25	
2	59	17	
-42	-59	18	
-51	-31	-7	
-53	1	-24	
48	-7	-27	
-44	31	-7	
-34	-18	-18	
			
// Takahashi et al., 2004;  G > N masked E > N			
// Subjects=19			
-12	-77	6	
2	-85	6	
-10	36	52	
4	57	16	
-44	-61	20	
			
// Takahashi et al., 2004;  Embarrassment > guilt			
// Subjects=19			
12	-83	8	
38	-68	-5	
-10	-62	-2	
-8	-80	1	
42	-3	-27	
32	-18	-13	
-20	-14	-9	
			
// Takahashi et al., 2004;  Guilt > Embarrassment			
// Subjects=19			
-16	49	14	
			
//Cuevas et al., 2019; low complexity > high complexity			
// Subjects=20			
-56	-50	26	
10	44	10	
56	-50	14	
6	-56	34	
			
//Cuevas et al., 2019; speech > gestures + speech			
// Subjects=20			
-50	30	-8	
-44	-36	-2	
			
//Cuevas et al., 2019; gestures + speech > speech			
// Subjects=20			
-46	-74	6	
48	-68	2	
8	-72	56	
			
//Cuevas et al., 2019; interaction (gestures x complexity)			
// Subjects=20			
-52	-2	-20	
			
//Suslow et al., 2009; Masked sad faces > neutral faces			
// Subjects=51			
-28	-2	-22	
24	-6	-16	
-22	-62	-16	
26	-78	-20	
-16	-68	-10	
12	-56	-2	
-44	-82	6	
42	-70	4	
-4	-88	26	
8	-90	24	
-54	10	-4	
62	-2	2	
-42	16	2	
40	-10	16	
-34	-14	10	
-46	-30	40	
60	-22	28	
-20	-34	70	
32	-34	54	
30	-44	66	
4	-36	50	
20	-66	56	
-14	-72	36	
10	-82	42	
			
//Suslow et al., 2009; masked happy faces > neutral faces			
// Subjects=51			
32	0	-26	
-36	-50	-20	
30	-44	-18	
-38	-82	2	
60	-46	4	
42	-12	-6	
30	26	-18	
-32	40	-18	
			
//Suslow et al., 2009; Negative coorelation -- attachment avoidance with brain responsed to masked sad faces			
// Subjects=51			
-50	-26	32	
36	-40	62	
-30	-36	54	
34	-36	54	
34	-36	56	
18	-40	60	
-8	-58	48	
			
//Suslow et al., 2009; Coorelation -- attachment avoidance with brain responses to masked sad faces			
// Subjects=51			
-2	-40	58	
2	-40	58	
-56	-42	2	
-46	18	-4	
//Ziaei et al., 2016; Angry averted gaze > angry direct gaze			
// Subjects=20			
51	26	27	
-58	8	26	
46	22	-1	
-44	20	-6	
-43	45	10	
0	24	41	
-31	17	10	
46	21	-1	
-36	-24	55	
54	-14	29	
-45	-26	41	
47	-27	41	
32	-68	30	
36	-52	48	
-26	-54	50	
48	-64	-9	
-39	67	-9	
-9	-76	-22	
9	-74	-22	
32	-82	3	
-34	-88	3	
32	-77	-9	
-34	-75	-9	
14	-12	9	
-9	20	9	
			
//Ziaei et al., 2016; angry direct gaze > angry averted gaze			
// Subjects=20			
23	-7	-13	
42	22	4	
-34	22	4	
6	20	46	
43	12	30	
			
			
//Ziaei et al., 2016; Happy direct + averted gaze	36	-8	
// Subjects=20	63	8	
-58	-50	38	
-44	-73	38	
-54	-8	-19	
-2	-32	44	
-12	-56	20	
32	-66	39	
-4	-58	16	
36	-87	12	
35	-35	-9	
4	60	13	
2	28	-14	
0	46	-5	
-25	35	43	
27	30	43	
50	-66	26	
-64	-31	6	
-47	-54	26	
-2	-45	43	
-2	-64	25	
-11	-57	-5	
			
//Sato et al., 2019; expression > mosaic			
// Subjects=51			
42	-76	-10	
38	-46	-20	
46	-56	0	
50	-66	-10	
46	-32	4	
50	-48	14	
50	-38	14	
-44	-82	-4	
-42	-54	-20	
-44	-68	2	
-56	-44	10	
-48	-52	8	
-44	-30	-20	
-38	-22	-26	
20	-6	-14	
28	0	-20	
32	8	-24	
16	-30	0	
12	-26	-6	
-20	-8	-14	
-30	0	-20	
-28	-6	-20	
-16	-32	0	
46	4	52	
44	20	24	
36	10	30	
-12	-70	-26	
54	4	-12	
50	-12	-6	
-10	-78	-38	
